title,url,raw_price,description
"Škoda Fabia,
1.0, Ambition, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209864295,330 000 Kč,"2022, 18 455 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Ambition, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209864295,330 000 Kč,"2022, 18 455 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Ambition, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209864295,330 000 Kč,"2022, 18 455 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Ambition, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209864295,330 000 Kč,"2022, 18 455 km, Benzín, Manuální"
"Tesla Model 3,
Long Range 4WD 74kWh, SoH 91%",https://www.sauto.cz/osobni/detail/tesla/model-3/209863938,540 000 Kč,"2020, 146 589 km, Elektro, Automatická"
"Tesla Model 3,
Long Range 4WD 74kWh, SoH 91%",https://www.sauto.cz/osobni/detail/tesla/model-3/209863938,540 000 Kč,"2020, 146 589 km, Elektro, Automatická"
"Tesla Model 3,
Long Range 4WD 74kWh, SoH 91%",https://www.sauto.cz/osobni/detail/tesla/model-3/209863938,540 000 Kč,"2020, 146 589 km, Elektro, Automatická"
"BMW X3,
xDrive20i, M Sport",https://www.sauto.cz/osobni/detail/bmw/x3/209854533,1 000 000 Kč,"2022, 51 653 km, Benzín, Automatická"
"BMW X3,
xDrive20i, M Sport",https://www.sauto.cz/osobni/detail/bmw/x3/209854533,1 000 000 Kč,"2022, 51 653 km, Benzín, Automatická"
"BMW X3,
xDrive20i, M Sport",https://www.sauto.cz/osobni/detail/bmw/x3/209854533,1 000 000 Kč,"2022, 51 653 km, Benzín, Automatická"
"BMW X1,
sDrive18d",https://www.sauto.cz/osobni/detail/bmw/x1/209827656,830 000 Kč,"2023, 40 122 km, Nafta, Automatická"
"BMW X1,
sDrive18d",https://www.sauto.cz/osobni/detail/bmw/x1/209827656,830 000 Kč,"2023, 40 122 km, Nafta, Automatická"
"BMW X1,
sDrive18d",https://www.sauto.cz/osobni/detail/bmw/x1/209827656,830 000 Kč,"2023, 40 122 km, Nafta, Automatická"
"Hyundai Tucson,
2.0 CRDi, 4X4, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/209824677,440 000 Kč,"2019, 158 365 km, Nafta, Automatická"
"Hyundai Tucson,
2.0 CRDi, 4X4, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/209824677,440 000 Kč,"2019, 158 365 km, Nafta, Automatická"
"Hyundai Tucson,
2.0 CRDi, 4X4, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/209824677,440 000 Kč,"2019, 158 365 km, Nafta, Automatická"
"Mercedes-Benz GLC,
220 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209804385,1 400 000 Kč,"2024, 24 196 km, Nafta, Automatická"
"Mercedes-Benz GLC,
220 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209804385,1 400 000 Kč,"2024, 24 196 km, Nafta, Automatická"
"Mercedes-Benz GLC,
220 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209804385,1 400 000 Kč,"2024, 24 196 km, Nafta, Automatická"
"Ford Kuga,
1.5 EcoBoost, ST-Line X, ČR",https://www.sauto.cz/osobni/detail/ford/kuga/209802570,640 000 Kč,"2025, 11 258 km, Benzín, Manuální"
"Ford Kuga,
1.5 EcoBoost, ST-Line X, ČR",https://www.sauto.cz/osobni/detail/ford/kuga/209802570,640 000 Kč,"2025, 11 258 km, Benzín, Manuální"
"Ford Kuga,
1.5 EcoBoost, ST-Line X, ČR",https://www.sauto.cz/osobni/detail/ford/kuga/209802570,640 000 Kč,"2025, 11 258 km, Benzín, Manuální"
"Škoda Fabia,
1.0 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209792583,240 000 Kč,"2020, 137 027 km, Benzín, Manuální"
"Škoda Fabia,
1.0 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209792583,240 000 Kč,"2020, 137 027 km, Benzín, Manuální"
"Škoda Fabia,
1.0 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209792583,240 000 Kč,"2020, 137 027 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Serv.kniha, Klima",https://www.sauto.cz/osobni/detail/skoda/fabia/209789841,175 000 Kč,"2016, 72 345 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Serv.kniha, Klima",https://www.sauto.cz/osobni/detail/skoda/fabia/209789841,175 000 Kč,"2016, 72 345 km, Benzín, Manuální"
"Škoda Fabia,
1.0, Serv.kniha, Klima",https://www.sauto.cz/osobni/detail/skoda/fabia/209789841,175 000 Kč,"2016, 72 345 km, Benzín, Manuální"
"Audi A7,
50 TDI",https://www.sauto.cz/osobni/detail/audi/a7/209780337,1 000 000 Kč,"2019, 91 285 km, Nafta, Automatická"
"Audi A7,
50 TDI",https://www.sauto.cz/osobni/detail/audi/a7/209780337,1 000 000 Kč,"2019, 91 285 km, Nafta, Automatická"
"Audi A7,
50 TDI",https://www.sauto.cz/osobni/detail/audi/a7/209780337,1 000 000 Kč,"2019, 91 285 km, Nafta, Automatická"
"Škoda Scala,
1.0 TSI, Drive, Drive, FullLed",https://www.sauto.cz/osobni/detail/skoda/scala/209763780,450 000 Kč,"2025, 29 509 km, Benzín, Manuální"
"Škoda Scala,
1.0 TSI, Drive, Drive, FullLed",https://www.sauto.cz/osobni/detail/skoda/scala/209763780,450 000 Kč,"2025, 29 509 km, Benzín, Manuální"
"Škoda Scala,
1.0 TSI, Drive, Drive, FullLed",https://www.sauto.cz/osobni/detail/skoda/scala/209763780,450 000 Kč,"2025, 29 509 km, Benzín, Manuální"
"BMW X5,
xDrive40i, M Paket",https://www.sauto.cz/osobni/detail/bmw/x5/209752938,1 230 000 Kč,"2021, 59 721 km, Benzín, Automatická"
"BMW X5,
xDrive40i, M Paket",https://www.sauto.cz/osobni/detail/bmw/x5/209752938,1 230 000 Kč,"2021, 59 721 km, Benzín, Automatická"
"BMW X5,
xDrive40i, M Paket",https://www.sauto.cz/osobni/detail/bmw/x5/209752938,1 230 000 Kč,"2021, 59 721 km, Benzín, Automatická"
"Audi Q8,
55 TFSI, S-Line",https://www.sauto.cz/osobni/detail/audi/q8/209734137,1 500 000 Kč,"2023, 58 017 km, Benzín, Automatická"
"Audi Q8,
55 TFSI, S-Line",https://www.sauto.cz/osobni/detail/audi/q8/209734137,1 500 000 Kč,"2023, 58 017 km, Benzín, Automatická"
"Audi Q8,
55 TFSI, S-Line",https://www.sauto.cz/osobni/detail/audi/q8/209734137,1 500 000 Kč,"2023, 58 017 km, Benzín, Automatická"
"Škoda Superb,
2.0 TDI, Selection, ACC, Tažné",https://www.sauto.cz/osobni/detail/skoda/superb/209721669,900 000 Kč,"2024, 19 905 km, Nafta, Automatická"
"Škoda Superb,
2.0 TDI, Selection, ACC, Tažné",https://www.sauto.cz/osobni/detail/skoda/superb/209721669,900 000 Kč,"2024, 19 905 km, Nafta, Automatická"
"Škoda Superb,
2.0 TDI, Selection, ACC, Tažné",https://www.sauto.cz/osobni/detail/skoda/superb/209721669,900 000 Kč,"2024, 19 905 km, Nafta, Automatická"
"Mini Countryman,
JCW All4, Navigace",https://www.sauto.cz/osobni/detail/mini/countryman/209721612,1 100 000 Kč,"2025, 12 950 km, Benzín, Automatická"
"Mini Countryman,
JCW All4, Navigace",https://www.sauto.cz/osobni/detail/mini/countryman/209721612,1 100 000 Kč,"2025, 12 950 km, Benzín, Automatická"
"Mini Countryman,
JCW All4, Navigace",https://www.sauto.cz/osobni/detail/mini/countryman/209721612,1 100 000 Kč,"2025, 12 950 km, Benzín, Automatická"
"Volkswagen Golf,
2.0 TDI Alltrack, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/golf/209710743,300 000 Kč,"2015, 184 287 km, Nafta, Automatická"
"Volkswagen Golf,
2.0 TDI Alltrack, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/golf/209710743,300 000 Kč,"2015, 184 287 km, Nafta, Automatická"
"Volkswagen Golf,
2.0 TDI Alltrack, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/golf/209710743,300 000 Kč,"2015, 184 287 km, Nafta, Automatická"
"Mercedes-Benz GLC,
300 d 4MATIC, DPH, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209662617,1 380 000 Kč,"2023, 18 676 km, Nafta, Automatická"
"Mercedes-Benz GLC,
300 d 4MATIC, DPH, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209662617,1 380 000 Kč,"2023, 18 676 km, Nafta, Automatická"
"Mercedes-Benz GLC,
300 d 4MATIC, DPH, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209662617,1 380 000 Kč,"2023, 18 676 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Volvo,
ES90 PURE ELECTRIC ULTRA",https://www.sauto.cz/osobni/detail/volvo/ostatni/209805537,1 889 000 Kč,"2026, 3 000 km, Elektro, Automatická"
"Volvo,
ES90 PURE ELECTRIC ULTRA",https://www.sauto.cz/osobni/detail/volvo/ostatni/209805537,1 889 000 Kč,"2026, 3 000 km, Elektro, Automatická"
"Volvo,
ES90 PURE ELECTRIC ULTRA",https://www.sauto.cz/osobni/detail/volvo/ostatni/209805537,1 889 000 Kč,"2026, 3 000 km, Elektro, Automatická"
"Volvo XC90,
B5 AWD PLUS BRIGHT NEW 2025",https://www.sauto.cz/osobni/detail/volvo/xc90/207815359,1 765 000 Kč,"2026, 1 km, Benzín, Automatická"
"Volvo XC90,
B5 AWD PLUS BRIGHT NEW 2025",https://www.sauto.cz/osobni/detail/volvo/xc90/207815359,1 765 000 Kč,"2026, 1 km, Benzín, Automatická"
"Volvo XC90,
B5 AWD PLUS BRIGHT NEW 2025",https://www.sauto.cz/osobni/detail/volvo/xc90/207815359,1 765 000 Kč,"2026, 1 km, Benzín, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Audi Q8,
50 TDI, S- Line, panorama",https://www.sauto.cz/osobni/detail/audi/q8/209638878,1 800 000 Kč,"2023, 24 070 km, Nafta, Automatická"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Škoda Fabia,
1.2 TSI, Serv.kniha",https://www.sauto.cz/osobni/detail/skoda/fabia/209634021,180 000 Kč,"2015, 173 962 km, Benzín, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Volkswagen Golf,
2.0 TDI, Highline, Navi",https://www.sauto.cz/osobni/detail/volkswagen/golf/209590560,130 000 Kč,"2013, 379 383 km, Nafta, Manuální"
"Tesla Model 3,
Long Range 4WD 82kWh, SoH 87%",https://www.sauto.cz/osobni/detail/tesla/model-3/209489559,620 000 Kč,"2021, 138 316 km, Elektro, Automatická"
"Tesla Model 3,
Long Range 4WD 82kWh, SoH 87%",https://www.sauto.cz/osobni/detail/tesla/model-3/209489559,620 000 Kč,"2021, 138 316 km, Elektro, Automatická"
"Tesla Model 3,
Long Range 4WD 82kWh, SoH 87%",https://www.sauto.cz/osobni/detail/tesla/model-3/209489559,620 000 Kč,"2021, 138 316 km, Elektro, Automatická"
"Volkswagen Touareg,
3.0 TDI, 4X4, Automat, Kůže",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209489115,260 000 Kč,"2010, 291 789 km, Nafta, Automatická"
"Volkswagen Touareg,
3.0 TDI, 4X4, Automat, Kůže",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209489115,260 000 Kč,"2010, 291 789 km, Nafta, Automatická"
"Volkswagen Touareg,
3.0 TDI, 4X4, Automat, Kůže",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209489115,260 000 Kč,"2010, 291 789 km, Nafta, Automatická"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209444175,260 000 Kč,"2020, 73 636 km, LPG + benzín, Manuální"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209444175,260 000 Kč,"2020, 73 636 km, LPG + benzín, Manuální"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209444175,260 000 Kč,"2020, 73 636 km, LPG + benzín, Manuální"
"Audi Q7,
55 TFSI, DPH, S-Line, tažné",https://www.sauto.cz/osobni/detail/audi/q7/209360961,1 820 000 Kč,"2024, 22 510 km, Benzín, Automatická"
"Audi Q7,
55 TFSI, DPH, S-Line, tažné",https://www.sauto.cz/osobni/detail/audi/q7/209360961,1 820 000 Kč,"2024, 22 510 km, Benzín, Automatická"
"Audi Q7,
55 TFSI, DPH, S-Line, tažné",https://www.sauto.cz/osobni/detail/audi/q7/209360961,1 820 000 Kč,"2024, 22 510 km, Benzín, Automatická"
"BMW X5,
xDrive30d, M Paket, ventilace",https://www.sauto.cz/osobni/detail/bmw/x5/209360523,2 050 000 Kč,"2024, 19 216 km, Nafta, Automatická"
"BMW X5,
xDrive30d, M Paket, ventilace",https://www.sauto.cz/osobni/detail/bmw/x5/209360523,2 050 000 Kč,"2024, 19 216 km, Nafta, Automatická"
"BMW X5,
xDrive30d, M Paket, ventilace",https://www.sauto.cz/osobni/detail/bmw/x5/209360523,2 050 000 Kč,"2024, 19 216 km, Nafta, Automatická"
"BMW X1,
sDrive18i, XLine Edition",https://www.sauto.cz/osobni/detail/bmw/x1/209336754,930 000 Kč,"2024, 2 525 km, Benzín, Automatická"
"BMW X1,
sDrive18i, XLine Edition",https://www.sauto.cz/osobni/detail/bmw/x1/209336754,930 000 Kč,"2024, 2 525 km, Benzín, Automatická"
"BMW X1,
sDrive18i, XLine Edition",https://www.sauto.cz/osobni/detail/bmw/x1/209336754,930 000 Kč,"2024, 2 525 km, Benzín, Automatická"
"Mercedes-Benz GLB,
GLB 200 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glb/209313291,1 130 000 Kč,"2024, 10 576 km, Nafta, Automatická"
"Mercedes-Benz GLB,
GLB 200 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glb/209313291,1 130 000 Kč,"2024, 10 576 km, Nafta, Automatická"
"Mercedes-Benz GLB,
GLB 200 d 4MATIC, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/glb/209313291,1 130 000 Kč,"2024, 10 576 km, Nafta, Automatická"
"Škoda Superb,
2.0 TDI, Selection, Navigace",https://www.sauto.cz/osobni/detail/skoda/superb/209295549,980 000 Kč,"2024, 14 509 km, Nafta, Automatická"
"Škoda Superb,
2.0 TDI, Selection, Navigace",https://www.sauto.cz/osobni/detail/skoda/superb/209295549,980 000 Kč,"2024, 14 509 km, Nafta, Automatická"
"Škoda Superb,
2.0 TDI, Selection, Navigace",https://www.sauto.cz/osobni/detail/skoda/superb/209295549,980 000 Kč,"2024, 14 509 km, Nafta, Automatická"
"Mercedes-Benz CLA,
200, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209291304,1 020 000 Kč,"2025, 9 261 km, Benzín, Automatická"
"Mercedes-Benz CLA,
200, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209291304,1 020 000 Kč,"2025, 9 261 km, Benzín, Automatická"
"Mercedes-Benz CLA,
200, AMG Line",https://www.sauto.cz/osobni/detail/mercedes-benz/cla/209291304,1 020 000 Kč,"2025, 9 261 km, Benzín, Automatická"
"Mini Countryman,
C, Panorama, FullLed",https://www.sauto.cz/osobni/detail/mini/countryman/209208402,870 000 Kč,"2024, 11 835 km, Benzín, Automatická"
"Mini Countryman,
C, Panorama, FullLed",https://www.sauto.cz/osobni/detail/mini/countryman/209208402,870 000 Kč,"2024, 11 835 km, Benzín, Automatická"
"Mini Countryman,
C, Panorama, FullLed",https://www.sauto.cz/osobni/detail/mini/countryman/209208402,870 000 Kč,"2024, 11 835 km, Benzín, Automatická"
"Škoda Fabia,
1.4 16V, Sport, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/fabia/209203578,65 000 Kč,"2008, 200 332 km, Benzín, Manuální"
"Škoda Fabia,
1.4 16V, Sport, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/fabia/209203578,65 000 Kč,"2008, 200 332 km, Benzín, Manuální"
"Škoda Fabia,
1.4 16V, Sport, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/fabia/209203578,65 000 Kč,"2008, 200 332 km, Benzín, Manuální"
"Volkswagen Touareg,
3.0 TDI, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209194593,280 000 Kč,"2015, 294 828 km, Nafta, Automatická"
"Volkswagen Touareg,
3.0 TDI, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209194593,280 000 Kč,"2015, 294 828 km, Nafta, Automatická"
"Volkswagen Touareg,
3.0 TDI, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/volkswagen/touareg/209194593,280 000 Kč,"2015, 294 828 km, Nafta, Automatická"
"Ford Kuga,
2.0 TDCi, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/ford/kuga/209144799,155 000 Kč,"2010, 195 872 km, Nafta, Manuální"
"Ford Kuga,
2.0 TDCi, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/ford/kuga/209144799,155 000 Kč,"2010, 195 872 km, Nafta, Manuální"
"Ford Kuga,
2.0 TDCi, NOVÁ CENA, 4X4",https://www.sauto.cz/osobni/detail/ford/kuga/209144799,155 000 Kč,"2010, 195 872 km, Nafta, Manuální"
"Škoda Scala,
1.6 TDI, Style Plus, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/scala/209050632,360 000 Kč,"2019, 63 497 km, Nafta, Automatická"
"Škoda Scala,
1.6 TDI, Style Plus, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/scala/209050632,360 000 Kč,"2019, 63 497 km, Nafta, Automatická"
"Škoda Scala,
1.6 TDI, Style Plus, NOVÁ CENA",https://www.sauto.cz/osobni/detail/skoda/scala/209050632,360 000 Kč,"2019, 63 497 km, Nafta, Automatická"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209026344,300 000 Kč,"2022, 80 854 km, LPG + benzín, Manuální"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209026344,300 000 Kč,"2022, 80 854 km, LPG + benzín, Manuální"
"Dacia Duster,
1.0 TCe, NOVÁ CENA, LPG, ČR",https://www.sauto.cz/osobni/detail/dacia/duster/209026344,300 000 Kč,"2022, 80 854 km, LPG + benzín, Manuální"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Volvo,
P 1800 E",https://www.sauto.cz/osobni/detail/volvo/ostatni/206875389,899 000 Kč,"1972, 172 480 km, Benzín, Manuální"
"Volvo,
P 1800 E",https://www.sauto.cz/osobni/detail/volvo/ostatni/206875389,899 000 Kč,"1972, 172 480 km, Benzín, Manuální"
"Volvo,
P 1800 E",https://www.sauto.cz/osobni/detail/volvo/ostatni/206875389,899 000 Kč,"1972, 172 480 km, Benzín, Manuální"
"Land Rover Range Rover Sport,
3.0 TDV6 HSE AWD AUT CZ",https://www.sauto.cz/osobni/detail/land-rover/range-rover-sport/209551470,599 000 Kč,"2016, 134 194 km, Nafta, Automatická"
"Land Rover Range Rover Sport,
3.0 TDV6 HSE AWD AUT CZ",https://www.sauto.cz/osobni/detail/land-rover/range-rover-sport/209551470,599 000 Kč,"2016, 134 194 km, Nafta, Automatická"
"Land Rover Range Rover Sport,
3.0 TDV6 HSE AWD AUT CZ",https://www.sauto.cz/osobni/detail/land-rover/range-rover-sport/209551470,599 000 Kč,"2016, 134 194 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Audi Q7,
50 TDI, S-Line, tažné, vzduch",https://www.sauto.cz/osobni/detail/audi/q7/208472618,1 650 000 Kč,"2024, 15 750 km, Nafta, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Hyundai Tucson,
1.6 T-GDI, NOVÁ CENA, Automat",https://www.sauto.cz/osobni/detail/hyundai/tucson/208240568,580 000 Kč,"2023, 24 760 km, Benzín, Automatická"
"Audi A7,
50 TDI, S-Line, DPH, 21"" alu",https://www.sauto.cz/osobni/detail/audi/a7/207976159,1 550 000 Kč,"2023, 10 368 km, Hybridní, Automatická"
"Audi A7,
50 TDI, S-Line, DPH, 21"" alu",https://www.sauto.cz/osobni/detail/audi/a7/207976159,1 550 000 Kč,"2023, 10 368 km, Hybridní, Automatická"
"Audi A7,
50 TDI, S-Line, DPH, 21"" alu",https://www.sauto.cz/osobni/detail/audi/a7/207976159,1 550 000 Kč,"2023, 10 368 km, Hybridní, Automatická"
"Škoda Karoq,
2.0 TDI, Sportline, Navigace",https://www.sauto.cz/osobni/detail/skoda/karoq/209866008,860 000 Kč,"2024, 38 511 km, Nafta, Automatická"
"Škoda Karoq,
2.0 TDI, Sportline, Navigace",https://www.sauto.cz/osobni/detail/skoda/karoq/209866008,860 000 Kč,"2024, 38 511 km, Nafta, Automatická"
"Škoda Karoq,
2.0 TDI, Sportline, Navigace",https://www.sauto.cz/osobni/detail/skoda/karoq/209866008,860 000 Kč,"2024, 38 511 km, Nafta, Automatická"
"Mini Cooper,
JCW, 155kw, R56, 2008, TOP",https://www.sauto.cz/osobni/detail/mini/cooper/209276850,169 000 Kč,"2008, 204 911 km, Benzín, Manuální"
"Mini Cooper,
JCW, 155kw, R56, 2008, TOP",https://www.sauto.cz/osobni/detail/mini/cooper/209276850,169 000 Kč,"2008, 204 911 km, Benzín, Manuální"
"Mini Cooper,
JCW, 155kw, R56, 2008, TOP",https://www.sauto.cz/osobni/detail/mini/cooper/209276850,169 000 Kč,"2008, 204 911 km, Benzín, Manuální"
"BMW Řada 5,
540i*xDrive*Touring*DPH*Servis",https://www.sauto.cz/osobni/detail/bmw/rada-5/209586525,688 490 Kč,"2017, 142 925 km, Benzín, Automatická"
"BMW Řada 5,
540i*xDrive*Touring*DPH*Servis",https://www.sauto.cz/osobni/detail/bmw/rada-5/209586525,688 490 Kč,"2017, 142 925 km, Benzín, Automatická"
"BMW Řada 5,
540i*xDrive*Touring*DPH*Servis",https://www.sauto.cz/osobni/detail/bmw/rada-5/209586525,688 490 Kč,"2017, 142 925 km, Benzín, Automatická"
"Volkswagen Jetta,
1.2 TSI, 77KW, 2011, pravideln",https://www.sauto.cz/osobni/detail/volkswagen/jetta/209549244,109 000 Kč,"2011, 192 201 km, Benzín, Manuální"
"Volkswagen Jetta,
1.2 TSI, 77KW, 2011, pravideln",https://www.sauto.cz/osobni/detail/volkswagen/jetta/209549244,109 000 Kč,"2011, 192 201 km, Benzín, Manuální"
"Volkswagen Jetta,
1.2 TSI, 77KW, 2011, pravideln",https://www.sauto.cz/osobni/detail/volkswagen/jetta/209549244,109 000 Kč,"2011, 192 201 km, Benzín, Manuální"
